age,gender,driving_experience,vehicle_age,vehicle_type,annual_mileage,credit_score,previous_claims,traffic_violations,coverage_type,deductible,claim_filed,premium
57,Female,12,9,Sports Car,14773,687,0,0,Premium,1000,0,2267.5235289965212
18,Female,13,3,Hatchback,10203,592,0,0,Standard,500,0,1743.9319838738338
28,Female,32,8,Truck,24745,478,1,0,Basic,5000,0,2703.378928608562
45,Female,28,19,Sports Car,20430,728,1,0,Standard,500,1,2779.765223229795
74,Female,42,8,Sports Car,17462,823,0,0,Basic,500,0,2663.707938465753
42,Male,48,19,Truck,27331,611,0,0,Standard,1000,0,2228.9565542562827
67,Male,35,10,SUV,14033,379,0,2,Basic,500,0,2565.995888240519
40,Male,43,10,Sedan,24918,313,0,0,Basic,500,0,2222.2792931476624
48,Male,9,6,Sedan,23256,353,0,0,Premium,1000,0,2625.3479558137556
47,Female,30,9,SUV,20754,746,0,0,Standard,2000,0,2306.249476014104
59,Female,5,3,Sports Car,28642,364,0,0,Standard,1000,0,3211.531775148061
52,Female,0,4,Sedan,27366,671,0,0,Basic,500,0,1935.6759273053904
24,Male,6,4,Sedan,24889,802,0,0,Premium,2000,1,2109.866111186417
77,Female,26,10,SUV,8320,395,0,0,Premium,5000,0,1738.152834194056
33,Male,20,8,Sports Car,19979,832,0,0,Standard,500,1,2316.1240318469104
43,Female,27,15,Sedan,7728,559,1,0,Standard,1000,1,1515.1172891486576
65,Female,15,8,Sedan,22338,547,0,1,Basic,1000,0,2493.7401051563743
74,Male,45,3,Sedan,6595,426,0,0,Standard,1000,0,2004.003762968387
69,Male,22,1,Sedan,7288,798,0,0,Standard,5000,0,1516.2171717622386
77,Female,19,13,Truck,11845,345,1,0,Premium,5000,1,2112.8350343561215
66,Female,37,2,Sedan,12663,567,0,0,Basic,1000,0,2053.153332456507
19,Male,24,17,Truck,28320,841,1,0,Standard,500,1,3034.434035962416
18,Female,27,5,Sports Car,22127,393,1,0,Basic,1000,1,2886.1883031533835
65,Female,4,10,Hatchback,22878,615,0,0,Basic,1000,0,1987.7660951097353
79,Male,20,17,Sedan,27990,370,1,0,Basic,1000,0,2812.088442454669
29,Female,17,11,Sedan,11944,748,1,0,Standard,5000,1,1514.0536812547653
22,Male,46,4,Sedan,17302,666,0,0,Basic,500,0,1909.4089938583897
54,Female,5,8,Sedan,28592,709,0,0,Premium,1000,1,2368.2020583467392
49,Male,28,19,Sports Car,15180,390,0,1,Standard,500,1,2833.8250977704824
76,Female,18,17,Sedan,5207,808,0,0,Standard,5000,0,1436.820122263028
72,Male,32,18,Sedan,6083,827,0,0,Premium,5000,0,1578.057891490458
26,Female,0,2,Hatchback,23796,409,2,0,Basic,2000,1,3034.411630761795
58,Male,44,8,Sports Car,8311,388,0,0,Premium,1000,0,2140.2185062917238
52,Female,2,3,Sedan,28135,571,0,0,Premium,500,0,2604.788005795239
36,Female,41,16,Sedan,29341,546,0,0,Basic,1000,1,2569.1084773891907
65,Female,20,16,Sedan,13588,660,1,0,Premium,2000,0,1888.7090791510473
33,Female,34,1,Hatchback,21592,677,0,0,Basic,500,0,2151.2231579008744
20,Female,40,8,Truck,18444,505,0,0,Basic,5000,1,1904.08551534556
37,Female,39,8,Truck,28932,644,1,1,Basic,2000,0,3028.043802841473
41,Female,2,4,Hatchback,24040,754,1,0,Premium,500,1,2407.248439893393
71,Female,24,14,SUV,10850,366,0,0,Standard,1000,0,1976.8904682407313
73,Female,44,14,Sedan,23820,342,0,0,Standard,1000,0,2297.9530811951995
50,Male,37,2,SUV,17719,528,0,0,Basic,500,0,2667.0058488342306
41,Male,44,18,Truck,26777,743,0,0,Basic,500,0,2440.573446957315
69,Female,19,2,Hatchback,21517,533,0,0,Premium,1000,0,2558.3611686065437
28,Male,43,5,SUV,28617,498,0,0,Standard,5000,0,2909.167093288819
66,Female,44,3,SUV,22022,796,1,0,Basic,5000,0,2834.4431224190616
25,Female,33,12,Hatchback,6228,331,1,0,Basic,500,1,1976.1102956822053
53,Male,20,12,Sedan,9019,563,0,0,Basic,2000,0,2015.5233520975444
55,Female,47,10,Hatchback,14482,412,1,0,Standard,1000,0,2456.853020964245
57,Female,22,4,Sedan,19105,758,0,0,Standard,500,0,1830.6568083247778
37,Male,5,0,SUV,23580,575,0,0,Standard,1000,1,2720.2342242034333
79,Male,12,8,Sedan,14895,445,1,0,Basic,5000,0,2521.582760658324
52,Female,48,16,Sports Car,19135,656,1,0,Basic,500,1,2754.5284640049495
65,Male,22,0,Sports Car,21245,305,0,0,Basic,500,0,2664.672651847481
79,Male,8,2,SUV,15387,639,1,0,Premium,1000,1,2197.134948904195
42,Female,16,14,Hatchback,22359,793,0,0,Standard,500,0,2281.2581508171206
52,Male,1,9,Sports Car,19904,407,0,0,Basic,2000,0,2503.522970660604
42,Male,18,7,Truck,11121,370,0,0,Basic,1000,0,1662.2186940264532
46,Female,18,11,Sedan,6028,639,0,0,Standard,2000,0,1017.1799694445372
35,Male,6,14,Hatchback,21909,399,0,1,Standard,500,1,2640.46199194465
63,Male,41,8,Sedan,7327,626,0,0,Basic,2000,0,1678.2302475747965
35,Female,41,9,Sedan,23930,332,0,0,Standard,1000,0,2090.7348832776274
19,Female,19,19,Sedan,22219,442,0,0,Standard,500,0,2432.5930015538356
71,Female,8,8,SUV,7483,543,0,0,Standard,5000,1,1756.9009256355457
52,Male,16,14,Hatchback,7734,516,0,0,Premium,2000,0,2028.3661056462347
33,Female,26,0,Sedan,14730,733,1,0,Basic,500,0,1980.0689922279018
78,Female,46,1,SUV,15102,353,0,1,Premium,500,0,2586.1249405936915
58,Male,1,18,Truck,12304,450,1,0,Standard,500,0,2393.699999811195
53,Female,35,13,Sports Car,9049,354,0,1,Basic,5000,0,2437.6490931941253
50,Female,18,7,Truck,19947,816,0,1,Standard,2000,0,1786.8954545171382
21,Female,16,5,Sedan,14495,747,1,1,Standard,1000,0,2030.973309012933
50,Female,4,11,Truck,29707,334,0,1,Premium,1000,0,2977.4281186402195
31,Male,38,14,Sedan,5392,418,0,1,Basic,500,0,1484.8340772781582
38,Female,17,13,Hatchback,16776,496,0,0,Standard,2000,0,1761.2025060634867
65,Female,6,0,Sports Car,15867,813,0,0,Premium,500,0,2016.8653545791549
37,Male,16,10,Sports Car,7466,721,0,0,Basic,1000,0,2139.4894304090417
73,Female,38,2,Sedan,6225,816,1,0,Standard,1000,0,1287.6639806564942
25,Male,35,18,Sedan,19987,438,0,0,Standard,2000,0,2860.6593780268604
24,Male,39,17,Sedan,24089,343,0,1,Standard,1000,0,2920.7889532147137
20,Male,44,19,SUV,5461,518,0,1,Premium,5000,1,2086.2210081908893
34,Female,3,1,Sedan,14993,557,0,0,Standard,5000,0,1740.4052041930042
50,Male,37,6,Truck,16465,812,0,0,Basic,2000,0,2104.5116241063365
65,Male,24,7,Sedan,25369,676,0,0,Standard,500,0,2167.7477896052237
29,Male,4,18,Truck,21535,588,1,0,Basic,1000,0,2210.4367883177533
76,Female,29,14,Sedan,15461,769,0,0,Basic,500,1,1834.4276339531323
68,Female,11,9,Sedan,17366,402,2,0,Standard,1000,1,2668.905456843238
39,Female,3,0,Truck,6785,448,0,0,Basic,2000,0,1479.6108421279312
72,Female,23,5,Truck,11242,383,0,0,Basic,2000,0,1751.889246177297
39,Female,28,12,SUV,29529,325,1,0,Basic,1000,0,3140.788596862625
63,Female,8,13,Sedan,19312,474,0,0,Standard,1000,1,2224.6999990244626
47,Female,3,2,Sports Car,11356,721,1,0,Standard,1000,0,2417.5085254501228
55,Male,23,10,SUV,28694,645,0,0,Standard,1000,0,2579.72630234899
55,Male,13,2,SUV,28229,601,0,0,Basic,1000,0,2940.5353654246483
62,Male,4,18,Sports Car,24844,597,0,1,Basic,1000,1,3255.362084505871
68,Male,17,9,SUV,23220,434,0,0,Basic,2000,0,2339.027347343733
71,Female,41,14,Sedan,14589,354,0,0,Basic,5000,1,2270.3527704798735
25,Male,18,10,Hatchback,27127,355,0,1,Standard,1000,0,2638.1637201897806
44,Male,11,14,Truck,27662,673,1,0,Basic,500,1,2811.408593273628
44,Male,17,12,Sedan,6493,638,0,0,Standard,1000,0,1392.9706652330258
51,Male,16,4,SUV,22932,756,0,0,Standard,1000,0,2183.14800577799
38,Female,29,3,Sedan,10163,654,0,0,Basic,2000,0,1424.5850531405927
47,Female,23,12,Truck,14612,431,0,0,Basic,500,0,2121.860544997759
50,Female,10,8,Sports Car,19297,792,0,0,Standard,1000,1,2519.1597666812368
45,Male,34,16,Sedan,10704,409,0,0,Standard,1000,1,2026.0870199304582
64,Female,22,1,Sedan,27788,425,0,0,Premium,1000,0,2775.952603883286
50,Male,16,4,Sedan,11688,595,0,0,Basic,1000,0,1884.3745410257895
22,Female,0,15,SUV,20835,478,1,0,Standard,1000,0,2742.4296535500994
77,Female,14,6,Truck,25035,496,0,1,Basic,2000,0,2674.0312790928333
78,Female,31,0,Sedan,23447,400,0,0,Basic,500,1,2587.841929673919
65,Female,8,11,Sedan,23404,482,1,0,Basic,500,0,2754.107930303923
36,Female,14,10,SUV,26141,308,0,1,Basic,1000,0,3008.391447158842
21,Male,27,11,Sedan,27307,712,2,0,Standard,1000,0,3205.7984305274395
52,Female,23,18,SUV,15341,403,0,0,Basic,1000,0,2343.053678796938
66,Male,34,11,Sports Car,12353,425,1,0,Standard,500,1,2873.74911401297
34,Male,21,11,Sports Car,14142,845,0,0,Basic,1000,0,2076.9246457284253
61,Male,26,13,Hatchback,20266,569,0,0,Basic,1000,1,2315.387417965766
45,Male,18,1,Hatchback,13216,765,0,0,Premium,5000,0,1232.6919410933115
47,Male,44,1,Sports Car,20932,417,0,0,Standard,2000,1,2864.4537069319485
46,Female,11,3,Truck,29593,391,0,1,Standard,2000,1,2807.0858424421817
63,Female,19,19,Hatchback,17017,784,0,0,Basic,1000,0,1709.4733162361706
70,Female,0,15,Sedan,5569,386,0,0,Basic,1000,0,1631.3934824683474
23,Female,20,9,Sedan,10112,533,0,1,Standard,500,0,1855.064123032558
52,Male,48,12,Sedan,6355,423,0,0,Premium,500,1,1309.0527694477187
77,Female,44,1,Sports Car,13056,502,1,0,Basic,2000,0,2621.995166137115
58,Female,0,2,Truck,21086,331,1,0,Standard,1000,0,3263.6286736483307
54,Male,9,18,SUV,22214,656,0,0,Premium,5000,0,2395.0645418021777
41,Male,46,5,SUV,26515,762,0,0,Premium,1000,0,2581.539227791873
46,Female,31,18,SUV,19220,393,1,0,Premium,1000,1,2434.7794367510096
66,Female,38,19,Sedan,19498,821,0,0,Standard,500,0,1736.5480846483601
63,Male,21,18,SUV,26786,707,0,0,Basic,5000,0,2352.1313782514007
70,Female,17,7,Sedan,5834,399,1,0,Premium,1000,0,1857.7625450730566
48,Female,47,13,Sedan,26336,543,0,0,Premium,500,0,2372.617889707388
52,Female,45,9,Truck,16308,357,2,0,Standard,500,1,2801.2455274527056
77,Female,31,2,Truck,5969,656,0,0,Basic,1000,0,1076.084113751483
50,Male,26,5,Truck,5592,790,0,0,Standard,500,0,1441.1040922196785
69,Male,27,14,Truck,5254,619,1,0,Basic,500,1,1526.2119463617942
78,Male,17,17,Truck,15306,318,1,0,Standard,1000,1,2576.1393365892636
38,Female,38,13,Sports Car,7661,656,2,0,Standard,500,1,2064.177551537214
49,Female,48,18,Sports Car,20309,416,0,1,Standard,1000,1,3579.01833428179
40,Female,28,9,Sports Car,13794,435,0,0,Standard,1000,0,2527.6926291028312
50,Female,17,14,SUV,23223,595,0,0,Standard,1000,0,2900.6227763488014
20,Female,43,3,SUV,10905,824,0,0,Standard,1000,1,1803.7484688357995
35,Male,7,1,Truck,7431,400,0,0,Premium,500,0,1459.1521918413755
42,Female,30,2,Sedan,12756,679,2,0,Standard,1000,0,1884.0975293182464
59,Female,33,6,SUV,10353,454,0,0,Standard,1000,0,2022.6727692825666
48,Male,6,15,SUV,22349,404,0,0,Standard,2000,1,2462.9930076178593
71,Female,35,9,Sedan,6737,825,1,0,Standard,1000,1,1576.6242946435234
75,Male,17,18,Hatchback,21868,427,2,1,Premium,2000,1,3129.8659586054937
20,Male,37,16,Sedan,29325,700,0,0,Basic,1000,1,2702.581396162633
57,Male,8,18,SUV,17326,828,1,0,Standard,500,1,2600.2802148407964
63,Male,8,4,Sedan,29586,849,0,0,Basic,1000,0,2470.247098622527
41,Male,45,19,Truck,17911,423,0,0,Standard,2000,0,2110.875959622425
67,Female,7,12,Sports Car,27635,659,1,1,Premium,2000,1,2895.2112908515464
49,Male,34,12,Sports Car,23411,363,0,0,Basic,500,1,2498.899835933304
64,Male,17,10,Truck,10213,401,1,0,Basic,500,0,1991.2118446520526
39,Female,4,10,SUV,29374,576,0,0,Standard,2000,1,3219.186523675598
40,Female,13,15,Sedan,11227,526,0,0,Premium,1000,0,1885.5369584486211
19,Male,27,14,Sedan,16279,322,0,0,Basic,1000,0,2177.442985721993
44,Female,29,16,Truck,20836,363,0,0,Standard,1000,0,2137.5253021655435
59,Female,3,17,Sports Car,28365,456,1,0,Basic,500,1,3328.861054634519
19,Male,38,18,Sedan,13796,689,1,0,Premium,1000,1,2103.7021289968516
43,Male,19,3,Sedan,21351,448,0,0,Standard,2000,0,2456.0640697747986
34,Female,24,4,Sedan,22352,662,1,0,Standard,2000,1,2224.645252370151
57,Male,27,6,Sports Car,21820,763,0,0,Basic,500,1,2724.866952971025
50,Male,11,1,Sedan,15966,698,2,1,Standard,2000,0,2372.6829369537595
26,Female,1,0,Sedan,18967,704,0,0,Basic,500,0,2165.348742723767
60,Male,42,11,SUV,6809,431,0,0,Standard,5000,0,1937.8228840302295
71,Male,13,9,Sports Car,11546,496,2,0,Standard,1000,1,2721.7652159169447
65,Male,21,7,Sports Car,13107,334,0,0,Standard,2000,0,2410.8248922717266
56,Male,30,0,SUV,10505,719,1,0,Premium,1000,1,1650.9655018689327
46,Male,22,11,Sports Car,10257,676,3,0,Basic,5000,0,2289.0843392986862
59,Female,47,1,SUV,20051,698,0,0,Basic,5000,0,2113.9289655236153
72,Female,19,9,Hatchback,9909,519,0,0,Standard,500,0,2076.124209016571
43,Male,37,16,Sedan,19866,816,0,1,Standard,1000,1,2228.8619514782727
52,Female,3,2,Sports Car,15021,641,0,1,Basic,1000,0,2342.715902592708
67,Male,14,6,SUV,29868,715,0,0,Basic,500,1,2835.4729401407762
42,Male,23,11,Sedan,20358,755,0,0,Standard,5000,0,2241.0358270036636
41,Male,24,7,Truck,5461,596,0,0,Basic,1000,0,1451.1447511532515
30,Male,0,19,Sedan,20732,630,0,0,Premium,500,0,1915.6448488302085
77,Male,6,11,SUV,8233,638,1,0,Standard,500,1,2459.9607642132464
75,Female,30,2,SUV,17128,597,0,1,Premium,1000,1,2337.9423989267425
24,Female,11,16,Sedan,10202,611,0,0,Premium,2000,0,1379.643039478
74,Male,41,8,SUV,7939,354,0,0,Standard,1000,0,1835.418260985725
53,Female,4,9,SUV,20197,833,1,0,Standard,500,1,2210.1155137574365
62,Male,43,5,Truck,18722,404,0,0,Standard,500,1,1850.8183305357213
37,Female,49,0,Truck,17998,474,0,0,Premium,5000,0,2218.0481832601013
18,Male,41,11,Sedan,21472,593,1,0,Standard,500,1,2427.972310214339
25,Female,37,4,Sports Car,23047,674,0,0,Basic,5000,0,2741.113940735215
63,Male,11,12,Hatchback,8301,749,0,0,Standard,5000,0,1247.9666104242299
33,Male,38,14,Sedan,26521,744,0,0,Standard,1000,0,2577.7039290442226
31,Female,17,10,SUV,20640,359,0,0,Basic,5000,0,2521.4344744301216
29,Female,1,7,Truck,27413,691,1,0,Basic,500,1,2402.52928374782
68,Male,9,4,Sports Car,21805,689,1,0,Basic,5000,1,2663.655961597458
40,Female,14,1,Sedan,25133,511,0,1,Premium,500,0,2656.2085785493746
32,Male,29,11,SUV,21131,834,1,0,Basic,1000,0,2730.3775563679405
45,Female,43,1,SUV,26355,539,0,1,Basic,1000,0,2851.126553436361
51,Female,16,15,Hatchback,28229,787,2,0,Standard,1000,0,2489.331867887589
19,Male,3,2,Sedan,9433,421,0,0,Premium,500,0,2099.8652229121035
49,Female,6,9,Hatchback,5265,552,0,1,Basic,2000,0,1352.3882417815216
40,Female,40,18,SUV,7850,440,0,0,Standard,2000,0,2362.9680096831908
39,Male,30,7,Sedan,6378,751,0,0,Basic,5000,0,950.6298405484038
68,Female,38,6,SUV,11503,452,0,0,Basic,1000,1,2006.5889053088622
42,Male,33,0,Sports Car,12157,607,0,0,Basic,1000,0,2020.3483822710807
75,Male,5,11,Sedan,15006,616,0,0,Standard,5000,0,1935.649886543971
79,Male,49,4,Sedan,25800,828,1,0,Standard,5000,1,2639.7623731718145
78,Male,37,15,Hatchback,5849,595,0,0,Basic,1000,0,1992.038536907563
39,Male,44,3,Hatchback,9814,644,1,1,Basic,2000,0,1536.8644815873129
75,Female,33,16,SUV,25148,581,0,0,Basic,1000,1,2422.174717177574
75,Male,43,1,Sedan,28763,507,0,0,Premium,1000,0,2958.118930597369
39,Male,14,11,Truck,15000,395,1,1,Standard,2000,0,2854.609214904508
66,Female,13,0,Sports Car,20288,751,0,0,Standard,2000,1,2768.5452824506488
69,Female,5,11,Sedan,8274,672,1,1,Standard,500,1,1921.0441490427606
59,Female,49,11,Hatchback,22100,372,1,0,Standard,500,0,2842.4763445176295
23,Male,36,11,Sedan,26464,632,1,0,Basic,1000,0,2233.6572448544566
32,Male,49,18,Sports Car,19227,692,2,0,Basic,2000,1,2814.786275580366
71,Male,31,16,SUV,22279,405,0,0,Basic,500,0,2630.560288381207
60,Female,2,19,Sports Car,14368,400,1,0,Premium,2000,0,2697.7299402112444
77,Male,2,10,Sedan,16945,658,0,0,Premium,1000,0,1963.183122966605
54,Female,21,12,Sports Car,14968,628,1,0,Standard,1000,1,2443.326600734337
50,Male,21,7,Hatchback,14651,694,0,1,Basic,500,0,1793.587399817436
25,Female,9,9,SUV,18903,334,0,1,Basic,5000,0,2364.938196406962
70,Male,2,7,SUV,23927,456,0,0,Basic,500,1,2677.4983724595386
77,Male,11,19,Sedan,12771,572,0,0,Standard,500,1,1689.332151906088
61,Male,28,7,Hatchback,18460,695,0,0,Standard,1000,0,1904.1691706120325
61,Female,47,8,Hatchback,9637,506,0,1,Premium,500,0,1996.860654493014
22,Female,16,6,Truck,17922,605,0,0,Standard,500,0,1743.9781241959956
56,Male,6,13,SUV,13066,835,1,1,Basic,1000,1,2352.6802164190763
21,Male,12,1,Hatchback,8553,761,0,1,Basic,1000,0,1763.5535812263786
23,Male,1,10,Sedan,6349,551,0,1,Basic,1000,1,1647.1306219953667
62,Female,3,7,SUV,7986,566,0,0,Basic,500,0,1822.9526436052224
49,Male,9,12,SUV,28580,508,0,1,Premium,2000,1,3225.745548203331
69,Male,38,14,SUV,16522,838,0,0,Standard,1000,0,1834.2858195810484
47,Male,23,2,Truck,7122,802,0,0,Basic,5000,0,1134.5485938619843
64,Male,16,13,Sports Car,18892,813,0,0,Basic,1000,1,2374.122109219382
52,Female,5,14,Sedan,13689,447,0,0,Standard,2000,1,1980.8753585523277
72,Female,18,1,SUV,29430,382,0,1,Standard,1000,0,3021.6475399034107
57,Male,4,18,SUV,19062,341,1,0,Standard,1000,1,2767.532449598005
69,Male,31,11,Sports Car,6363,455,0,0,Basic,1000,1,1855.9160839814672
33,Female,9,19,Sedan,21691,752,2,0,Standard,1000,1,2574.5402211221517
30,Female,8,3,Sedan,7751,583,0,0,Basic,1000,1,1579.705232878132
67,Male,26,2,Sports Car,12782,487,0,0,Standard,1000,1,2766.888193929879
77,Female,12,4,Hatchback,22648,773,0,0,Basic,2000,0,2324.8304327189617
59,Female,18,2,Hatchback,17540,806,0,0,Basic,1000,0,1902.2481765187574
47,Male,20,14,Hatchback,18223,432,0,1,Basic,500,0,2352.9041453204295
36,Female,23,18,Truck,10339,570,1,1,Basic,5000,0,2063.9100318926066
34,Female,37,1,Sedan,28887,372,0,0,Basic,1000,1,2211.037871138942
73,Male,3,11,Hatchback,10848,735,0,0,Premium,1000,1,1574.5444454272526
36,Male,23,4,SUV,21877,592,0,0,Basic,5000,0,2821.0981238922786
45,Female,34,16,Truck,23405,736,0,0,Standard,5000,0,1981.5329902621415
75,Male,2,13,SUV,23131,359,1,0,Standard,500,1,2701.854127534037
72,Female,3,9,Truck,20861,626,1,1,Basic,500,1,2423.827980464067
43,Male,36,2,SUV,18465,481,1,0,Standard,500,0,2370.0589915632345
54,Female,39,3,Sedan,26471,733,0,0,Premium,1000,1,2177.371740486735
43,Male,47,5,Sports Car,8302,818,0,0,Basic,2000,0,1826.857775492546
70,Female,34,15,Sedan,19437,382,0,0,Premium,2000,1,2306.673395970158
79,Female,30,6,Hatchback,20162,327,0,0,Premium,1000,1,2730.438285146221
40,Female,43,14,SUV,19512,565,1,0,Premium,500,0,2666.0302041707823
26,Male,24,19,Sports Car,28511,582,0,0,Basic,500,1,3301.9088494692733
29,Male,39,10,Hatchback,10022,696,0,1,Standard,5000,0,1636.0131197911999
70,Female,12,0,Sports Car,15471,682,0,0,Standard,5000,0,2343.4708401147486
18,Female,3,4,SUV,11155,618,0,0,Basic,500,0,1767.9632572137307
75,Male,45,12,Sedan,27793,492,0,0,Standard,500,0,2893.0427535606095
75,Male,13,13,SUV,10254,526,1,1,Premium,1000,1,2709.9903237972962
18,Male,12,8,Hatchback,9354,750,0,0,Premium,500,0,1417.8733991031306
64,Male,26,16,Truck,24837,481,1,0,Basic,500,1,2668.9398088939683
51,Male,5,14,Hatchback,7516,626,0,0,Basic,1000,0,1850.2442146972785
49,Male,16,6,Sedan,20872,502,0,0,Basic,500,0,2684.2861903059925
79,Female,35,11,Sedan,15156,701,0,1,Basic,2000,0,1988.0893904110676
71,Male,39,5,Sedan,27453,771,0,0,Standard,5000,0,2634.5550764665136
65,Female,48,15,Truck,28758,478,0,0,Standard,5000,1,3064.049305101319
42,Male,34,4,Sedan,13838,317,0,1,Standard,1000,0,2098.5442617241674
57,Male,16,8,Sedan,17734,762,0,0,Premium,2000,0,2082.5140895365666
62,Female,40,13,Sports Car,16022,845,0,0,Basic,1000,0,2337.2720285208457
70,Female,1,7,SUV,10208,702,0,0,Standard,500,0,1762.4143775277962
18,Male,12,13,Truck,21578,692,1,0,Standard,1000,1,2422.0933345052263
33,Female,1,11,SUV,18725,599,1,1,Premium,1000,0,3139.845744515606
78,Female,27,9,SUV,14337,650,2,0,Premium,500,0,2439.8705691846
56,Female,42,19,SUV,15701,486,0,0,Standard,1000,0,2474.628426756743
22,Female,25,19,Hatchback,25675,646,0,1,Premium,500,1,2601.9463703507663
39,Male,21,12,SUV,15275,708,0,0,Standard,2000,0,2232.7024953861396
46,Female,46,18,SUV,11210,370,0,0,Premium,5000,0,2184.026001548222
72,Male,42,14,SUV,16544,626,0,1,Standard,500,0,2241.9485906218324
20,Male,2,7,Sedan,26514,511,0,0,Basic,500,0,2545.0910990399875
29,Male,34,9,Hatchback,21327,608,1,0,Premium,500,1,2406.025325471014
43,Male,11,2,Sedan,19041,407,1,0,Basic,5000,0,2383.3988315515
33,Female,23,2,Hatchback,21705,476,0,0,Premium,500,0,2412.8187587428733
68,Female,4,4,Sedan,15479,726,1,0,Standard,1000,0,1786.4504474574396
54,Male,19,15,Hatchback,16323,830,1,0,Standard,500,0,2448.466754610896
39,Male,38,16,Truck,17937,717,0,0,Basic,1000,0,1686.5637919998242
74,Male,38,5,Sports Car,28089,547,0,0,Basic,2000,0,3335.7068342702314
46,Male,12,19,Sports Car,6702,508,0,0,Premium,1000,0,1988.2847792153784
31,Female,40,19,SUV,15404,515,0,0,Basic,2000,0,2004.3220501892736
45,Male,44,15,Sports Car,5830,737,0,0,Premium,1000,0,1896.8466772555564
22,Female,11,1,Sedan,13380,610,1,0,Standard,1000,1,2159.5267213671314
64,Male,12,19,SUV,26990,682,0,0,Standard,2000,0,2405.6608280423857
66,Male,9,14,Truck,5091,570,0,1,Standard,2000,1,1842.7831417027464
47,Male,32,17,Sedan,8877,420,0,0,Basic,2000,0,2114.8816141242414
63,Male,39,0,Truck,15103,706,1,0,Standard,1000,0,2424.5840442208014
79,Female,15,18,SUV,23720,544,3,1,Standard,2000,1,3401.639779379578
69,Female,44,11,SUV,12676,365,0,0,Premium,500,0,2146.93339226384
22,Female,34,7,Hatchback,6580,527,1,0,Standard,5000,0,1845.3455999829005
29,Male,2,5,Sports Car,20787,436,0,0,Basic,500,1,2997.7245936650993
33,Male,4,11,Sports Car,14600,493,0,0,Premium,1000,0,2508.386849662354
43,Female,25,6,Truck,20412,788,0,1,Standard,1000,0,2314.5207960444754
43,Female,10,17,Hatchback,29750,653,1,0,Standard,500,1,2689.591517693125
65,Male,6,13,Sedan,27176,456,0,0,Standard,1000,0,2521.7690716419124
38,Male,9,7,Sports Car,29130,775,0,1,Standard,500,1,3209.8205482941516
56,Female,41,19,SUV,5473,315,1,1,Standard,5000,0,2022.5974510193275
53,Male,33,13,Sedan,16624,377,0,0,Standard,2000,0,1946.5923093182075
50,Male,2,4,Sedan,21653,351,0,0,Basic,1000,1,2397.3370491577507
79,Female,7,8,SUV,27934,813,0,1,Standard,1000,0,2607.4385112680698
47,Male,30,7,Sports Car,22077,803,0,1,Basic,500,0,2695.9718650995787
54,Female,10,1,Hatchback,17663,360,0,1,Standard,2000,0,2541.413454941481
40,Male,44,15,Truck,22799,431,0,0,Basic,1000,0,2334.528376753276
75,Female,6,12,Sports Car,19517,681,0,0,Basic,500,0,2258.37119575983
